allele	threshold	threshold_min	threshold_max	mean_f1
IGHV4-37DG*02	1e-04	1e-04	0.006	0.871522856690247
IGHV4-6CBH*10	1e-04	1e-04	0.01	0.871522856690247
IGHV4-ARW2*04	1e-04	1e-04	0.01	0.871522856690247
IGHV4-BJNS*04	2e-04	2e-04	3e-04	0.871596394940744
IGHV4-DVI5*02	1e-04	1e-04	0.004	0.871522856690247
IGHV4-PY3X*01	1e-04	1e-04	2e-04	0.871522856690247
IGHV7-2ITL*12	4e-04	4e-04	0.02	0.871601026882389
IGHV9-2BCH*12	2e-04	2e-04	0.003	0.87158631249328
IGHV9-2IKB*08	4e-04	4e-04	4e-04	0.871601026882389
IGHV9-2SFB*05	1e-04	1e-04	0.002	0.871522856690247
IGHV9-46UO*12	1e-04	1e-04	0.003	0.871522856690247
IGHV9-4FTX*18	1e-04	1e-04	3e-04	0.871522856690247
IGHV9-7U4O*06	1e-04	1e-04	1e-04	0.871522856690247
IGHV1-4B2U*05/IGHV1-4B2U*06	1e-04	1e-04	0.001	0.871522856690247
IGHV3-35O3*04	1e-04	1e-04	1e-04	0.871522856690247
IGHV3-3PEF*26	3e-04	3e-04	0.02	0.871690321833315
IGHV3-5M3E*05	3e-04	3e-04	0.009	0.871585489481213
IGHV3-5M3E*09	1e-04	1e-04	0.001	0.871522856690247
IGHV3-5M3E*18	1e-04	1e-04	1e-04	0.871522856690247
IGHV4-2BVG*08	1e-04	1e-04	0.01	0.871522856690247
IGHV4-2DK6*10	1e-04	1e-04	0.002	0.871522856690247
IGHV4-2GPA*06	3e-04	3e-04	0.007	0.871585489481213
IGHV4-2W2B*05	1e-04	1e-04	0.01	0.871522856690247
IGHV4-2ZA7*06	3e-04	3e-04	0.007	0.871656337492548
IGHV4-36BV*27	1e-04	1e-04	0.007	0.871522856690247
IGHV4-3H7B*14	1e-04	1e-04	0.02	0.871522856690247
IGHV4-4ZJ3*10	1e-04	1e-04	0.001	0.871522856690247
IGHV4-53JX*05/IGHV4-53JX*07	1e-04	1e-04	2e-04	0.871522856690247
IGHV4-CH2N*03	2e-04	2e-04	0.003	0.871612930645153
IGHV1-E2SY*04	2e-04	2e-04	0.003	0.871621334333798
IGHV2-3D4X*10	1e-04	1e-04	0.004	0.871522856690247
IGHV2-3QDL*01	2e-04	2e-04	0.005	0.87158631249328
IGHV2-73MP*01	1e-04	1e-04	5e-04	0.871522856690247
IGHV3-3NC3*05	1e-04	1e-04	7e-04	0.871522856690247
IGHV3-3PEF*22	1e-04	1e-04	0.003	0.871522856690247
IGHV3-4D57*03/IGHV3-4D57*04	3e-04	3e-04	0.004	0.871591055727276
IGHV3-CPDB*01	1e-04	1e-04	7e-04	0.871522856690247
IGHV4-2DK6*22	2e-04	2e-04	0.01	0.87158631249328
IGHV4-2GPA*01/IGHV4-2GPA*02	1e-04	1e-04	0.003	0.871522856690247
IGHV4-36BV*05	3e-04	3e-04	0.01	0.871658991388479
IGHV4-3H7B*10/IGHV4-3H7B*11	1e-04	1e-04	0.003	0.871522856690247
IGHV4-4ZJ3*02/IGHV4-4ZJ3*11	1e-04	1e-04	0.006	0.871522856690247
IGHV4-53JX*08/IGHV4-53JX*11	1e-04	1e-04	0.004	0.871522856690247
IGHV4-BN2L*03	1e-04	1e-04	0.01	0.871522856690247
IGHV6-DRH7*04	1e-04	1e-04	0.005	0.871522856690247
IGHV9-2BCH*08	1e-04	1e-04	0.01	0.871522856690247
IGHV9-46UO*13	1e-04	1e-04	0.008	0.871522856690247
IGHV1-5CI5*06	3e-04	3e-04	0.02	0.871894953287357
IGHV1-JHF7*02	1e-04	1e-04	0.001	0.871522856690247
IGHV3-2RXM*05	1e-04	1e-04	0.003	0.871522856690247
IGHV3-2UXX*08	3e-04	3e-04	0.02	0.871826525368564
IGHV3-2VS2*04	2e-04	2e-04	0.02	0.87158631249328
IGHV3-3NC3*06	1e-04	1e-04	1e-04	0.871522856690247
IGHV3-3PEF*02	1e-04	1e-04	0.005	0.871522856690247
IGHV3-3UBQ*04	1e-04	1e-04	0.001	0.871522856690247
IGHV3-5HEL*04	1e-04	1e-04	0.01	0.871522856690247
IGHV5-2GFF*12	1e-04	1e-04	0.02	0.871522856690247
IGHV5-4KAP*01	1e-04	1e-04	0.02	0.871522856690247
IGHV9-2IKB*02	2e-04	2e-04	0.02	0.87165945964406
IGHV9-2SFB*06	1e-04	1e-04	8e-04	0.871522856690247
IGHV9-4AQC*04	1e-04	1e-04	0.02	0.871522856690247
IGHV9-4BFW*13	3e-04	3e-04	0.002	0.871682381732743
IGHV9-7U4O*01	1e-04	1e-04	1e-04	0.871522856690247
IGHV1-2OLR*13	1e-04	1e-04	0.01	0.871522856690247
IGHV2-5KIN*04	1e-04	1e-04	0.002	0.871522856690247
IGHV2-73MP*04	1e-04	1e-04	0.002	0.871522856690247
IGHV3-2UXX*03	1e-04	1e-04	0.02	0.871522856690247
IGHV3-3PEF*32	1e-04	1e-04	0.002	0.871522856690247
IGHV3-5M3E*06	1e-04	1e-04	0.005	0.871522856690247
IGHV3-5M3E*10	1e-04	1e-04	0.001	0.871522856690247
IGHV3-6HY2*01	1e-04	1e-04	0.002	0.871522856690247
IGHV3-76QU*01	1e-04	1e-04	5e-04	0.871522856690247
IGHV3-76QU*03	1e-04	1e-04	0.002	0.871522856690247
IGHV3-BB34*04	1e-04	1e-04	0.002	0.871522856690247
IGHV4-2VJM*02	1e-04	1e-04	0.01	0.871522856690247
IGHV4-36BV*21	1e-04	1e-04	0.02	0.871522856690247
IGHV4-4GRF*12	1e-04	1e-04	0.001	0.871522856690247
IGHV4-4MLZ*01	1e-04	1e-04	0.006	0.871522856690247
IGHV4-4ZJ3*09	1e-04	1e-04	0.002	0.871522856690247
IGHV4-53JX*03	1e-04	1e-04	0.004	0.871522856690247
IGHV4-6CBH*12	1e-04	1e-04	1e-04	0.871522856690247
IGHV4-7BJU*03	1e-04	1e-04	0.005	0.871522856690247
IGHV4-ARW2*06	2e-04	2e-04	0.01	0.87158631249328
IGHV4-BN2L*01	1e-04	1e-04	0.01	0.871522856690247
IGHV4-KG56*02	1e-04	1e-04	0.01	0.871522856690247
IGHV9-46UO*05	1e-04	1e-04	0.01	0.871522856690247
IGHV9-4BFW*06	1e-04	1e-04	0.008	0.871522856690247
IGHV9-4FTX*05	1e-04	1e-04	0.001	0.871522856690247
IGHV9-4SV6*09	2e-04	2e-04	0.02	0.87159133996591
IGHV9-7U4O*10	1e-04	1e-04	0.001	0.871522856690247
IGHV4-62EI*08	1e-04	1e-04	0.02	0.871522856690247
IGHV1-5CI5*04	2e-04	2e-04	0.003	0.87158631249328
IGHV2-5KIN*01/IGHV2-5KIN*06	2e-04	2e-04	0.005	0.87158631249328
IGHV2-5KIN*10	1e-04	1e-04	0.002	0.871522856690247
IGHV3-2UXX*05	1e-04	1e-04	0.005	0.871522856690247
IGHV3-3PEF*16	1e-04	1e-04	2e-04	0.871522856690247
IGHV3-3UBQ*07	1e-04	1e-04	8e-04	0.871522856690247
IGHV3-4KYZ*01	1e-04	1e-04	0.001	0.871522856690247
IGHV3-6HY2*04	1e-04	1e-04	2e-04	0.871522856690247
IGHV3-BB34*06	5e-04	5e-04	0.009	0.87158631249328
IGHV4-2BVG*03	1e-04	1e-04	0.01	0.871522856690247
IGHV4-2JI5*31	2e-04	2e-04	0.01	0.87158631249328
IGHV4-2VJM*11	2e-04	2e-04	0.007	0.87158631249328
IGHV4-2ZA7*04	1e-04	1e-04	0.009	0.871522856690247
IGHV4-36BV*23	2e-04	2e-04	0.005	0.87158631249328
IGHV4-3XRG*03	1e-04	1e-04	0.004	0.871522856690247
IGHV4-4ZJ3*12	1e-04	1e-04	0.004	0.871522856690247
IGHV4-53JX*10	1e-04	1e-04	0.005	0.871522856690247
IGHV4-5TXH*03	1e-04	1e-04	0.009	0.871522856690247
IGHV5-2GFF*10	1e-04	1e-04	0.002	0.871522856690247
IGHV9-2BCH*20	1e-04	1e-04	0.004	0.871522856690247
IGHV9-4FTX*14	1e-04	1e-04	4e-04	0.871522856690247
IGHV1-I24O*01	1e-04	1e-04	0.02	0.871522856690247
IGHV4-2ZSG*26	1e-04	1e-04	0.01	0.871522856690247
IGHV4-3H7B*13	1e-04	1e-04	0.02	0.871522856690247
IGHV9-3L3I*03	1e-04	1e-04	0.006	0.871522856690247
IGHV3-3NC3*01	1e-04	1e-04	2e-04	0.871522856690247
IGHV3-5JBG*02	3e-04	3e-04	0.02	0.871593704701582
IGHV3-5JBG*08	3e-04	3e-04	0.02	0.871692182345134
IGHV4-2DK6*16	1e-04	1e-04	0.01	0.871522856690247
IGHV4-2JI5*05	1e-04	1e-04	0.01	0.871522856690247
IGHV4-V7V4*01	1e-04	1e-04	2e-04	0.871522856690247
IGHV3-4KYZ*13	3e-04	3e-04	0.02	0.871597965259684
IGHV4-4VQH*10	1e-04	1e-04	0.003	0.871522856690247
IGHV3-3PEF*31	1e-04	1e-04	0.001	0.871522856690247
IGHV3-4KYZ*05	1e-04	1e-04	0.02	0.871522856690247
IGHV3-6HY2*03	1e-04	1e-04	0.002	0.871522856690247
IGHV3-6JOO*01	1e-04	1e-04	2e-04	0.871522856690247
IGHV3-CLND*02	1e-04	1e-04	0.02	0.871522856690247
IGHV3-D3PW*08	1e-04	1e-04	1e-04	0.871522856690247
IGHV4-2BVG*07	1e-04	1e-04	0.02	0.871522856690247
IGHV4-2NIW*12	1e-04	1e-04	0.02	0.871522856690247
IGHV4-2W2B*08	1e-04	1e-04	0.01	0.871522856690247
IGHV4-2W2B*12	1e-04	1e-04	0.02	0.871522856690247
IGHV4-2ZSG*11	2e-04	2e-04	0.02	0.87158631249328
IGHV4-4ZJ3*07	1e-04	1e-04	0.003	0.871522856690247
IGHV4-4ZJ3*08	1e-04	1e-04	0.005	0.871522856690247
IGHV4-53JX*15	1e-04	1e-04	0.004	0.871522856690247
IGHV4-6CBH*07	1e-04	1e-04	0.01	0.871522856690247
IGHV4-7PM2*02	1e-04	1e-04	0.01	0.871522856690247
IGHV4-BJNS*02	1e-04	1e-04	2e-04	0.871522856690247
IGHV5-2GFF*07	1e-04	1e-04	0.004	0.871522856690247
IGHV5-4KAP*11	2e-04	2e-04	0.02	0.871592646015201
IGHV9-2BCH*18	2e-04	2e-04	0.001	0.871612930645153
IGHV9-2SFB*15	1e-04	1e-04	0.001	0.871522856690247
IGHV9-4AQC*06	1e-04	1e-04	6e-04	0.871522856690247
IGHV9-4FTX*09	1e-04	1e-04	3e-04	0.871522856690247
IGHV1-5CI5*08	2e-04	2e-04	0.02	0.871612930645153
IGHV4-2JI5*14	1e-04	1e-04	0.02	0.871522856690247
IGHV4-2WWR*01	1e-04	1e-04	0.007	0.871522856690247
IGHV4-CH2N*01	2e-04	2e-04	0.003	0.871662075330763
IGHV1-2OLR*01	3e-04	3e-04	0.02	0.871600389639752
IGHV2-5KIN*03	1e-04	1e-04	0.006	0.871522856690247
IGHV3-2BNO*13	1e-04	1e-04	0.003	0.871522856690247
IGHV3-2RXM*12	1e-04	1e-04	0.004	0.871522856690247
IGHV4-2ZA7*02	1e-04	1e-04	0.008	0.871522856690247
IGHV4-37DG*05	1e-04	1e-04	0.001	0.871522856690247
IGHV5-4KAP*04	3e-04	3e-04	0.02	0.871600389639752
IGHV9-4FTX*11	1e-04	1e-04	0.001	0.871522856690247
IGHV1-ANXI*04	1e-04	1e-04	1e-04	0.871522856690247
IGHV3-2UXX*12	2e-04	2e-04	0.02	0.871595198543274
IGHV3-D3PW*02	1e-04	1e-04	1e-04	0.871522856690247
IGHV4-3XRG*05	1e-04	1e-04	0.004	0.871522856690247
IGHV4-2W2B*03	1e-04	1e-04	0.01	0.871522856690247
IGHV4-4VQH*05	2e-04	2e-04	0.02	0.871638661401393
IGHV2-3QDL*06/IGHV2-3QDL*10	2e-04	2e-04	0.02	0.871671592544206
IGHV3-2VS2*03	1e-04	1e-04	0.02	0.871522856690247
IGHV4-2JI5*08	1e-04	1e-04	0.02	0.871522856690247
IGHV3-2RXM*03	2e-04	2e-04	0.004	0.87158631249328
IGHV3-2RXM*01	2e-04	2e-04	0.02	0.871661292983187
IGHV1-2BLY*04	1e-04	1e-04	1e-04	0.871522856690247
IGHV12-7776*01	1e-04	1e-04	0.02	0.871522856690247
IGHV2-73MP*03	1e-04	1e-04	0.001	0.871522856690247
IGHV3-4KYZ*12	1e-04	1e-04	0.02	0.871522856690247
IGHV3-7HCW*03	1e-04	1e-04	0.02	0.871522856690247
IGHV9-4FTX*15	1e-04	1e-04	1e-04	0.871522856690247
IGHV8-D66A*02	1e-04	1e-04	2e-04	0.871522856690247
IGHV9-46UO*03	3e-04	3e-04	0.02	0.871583904089192
IGHV3-24RK*05	2e-04	2e-04	0.02	0.87159133996591
IGHV3-6JOO*02	1e-04	1e-04	0.02	0.871522856690247
IGHV4-2WWR*03	1e-04	1e-04	0.005	0.871522856690247
IGHV1-4B2U*02	1e-04	1e-04	0.02	0.871522856690247
IGHV4-3XRG*06	1e-04	1e-04	0.01	0.871522856690247
IGHV9-3L3I*06	2e-04	2e-04	0.02	0.871596394940744
IGHV4-2JI5*29	1e-04	1e-04	0.02	0.871522856690247
IGHV4-4VQH*09	1e-04	1e-04	0.02	0.871522856690247
IGHV4-7BJU*11	1e-04	1e-04	0.01	0.871522856690247
IGHV1-2OLR*04	1e-04	1e-04	0.01	0.871522856690247
IGHV3-WOIZ*01	1e-04	1e-04	0.002	0.871522856690247
IGHV4-2W2B*06	1e-04	1e-04	0.02	0.871522856690247
IGHV4-36BV*28	1e-04	1e-04	0.003	0.871522856690247
IGHV4-3H7B*07	1e-04	1e-04	0.01	0.871522856690247
IGHV9-4BFW*02	1e-04	1e-04	0.004	0.871522856690247
IGHV4-2W2B*10	1e-04	1e-04	0.02	0.871522856690247
IGHV4-R3YH*01	1e-04	1e-04	0.02	0.871522856690247
IGHV9-2SFB*04	1e-04	1e-04	0.02	0.871522856690247
IGHV3-MKDL*08	2e-04	2e-04	0.02	0.871593277963105
IGHV4-2GPA*08	0.005	0.005	0.02	0.8715935920551
IGHV4-2JI5*26	1e-04	1e-04	0.01	0.871522856690247
IGHV4-4VQH*02	1e-04	1e-04	0.01	0.871522856690247
IGHV9-3L3I*05	1e-04	1e-04	0.01	0.871522856690247
IGHV9-3L3I*08	1e-04	1e-04	0.02	0.871522856690247
IGHV9-4BFW*14	1e-04	1e-04	0.01	0.871522856690247
IGHV4-2NIW*11	1e-04	1e-04	0.02	0.871522856690247
IGHV4-4VQH*08	2e-04	2e-04	0.02	0.871588440385131
IGHV3-5JBG*01	1e-04	1e-04	0.02	0.871522856690247
IGHV4-2QEK*03	0.008	0.008	0.02	0.871596394940744
IGHV4-6CBH*05	5e-04	5e-04	0.02	0.871596394940744
IGHV4-6CBH*08	1e-04	1e-04	0.01	0.871522856690247
IGHV4-2JI5*06	1e-04	1e-04	0.02	0.871522856690247
IGHV4-36BV*10	1e-04	1e-04	0.02	0.871522856690247
IGHV1-2HU4*02	1e-04	1e-04	0.01	0.871522856690247
IGHV1-2OLR*09	1e-04	1e-04	0.02	0.871522856690247
IGHV2-5KIN*07	1e-04	1e-04	0.02	0.871522856690247
IGHV3-22WP*08	2e-04	2e-04	0.02	0.871605849033301
IGHV3-CLND*04	1e-04	1e-04	0.001	0.871522856690247
IGHV4-6KBL*04	1e-04	1e-04	0.008	0.871522856690247
IGHV9-46UO*14	2e-04	2e-04	0.02	0.871682000570149
IGHV4-2JI5*12	1e-04	1e-04	0.02	0.871522856690247
IGHV7-2ITL*15	1e-04	1e-04	0.02	0.871522856690247
IGHV3-4QRG*02	2e-04	2e-04	0.02	0.871599008227095
IGHV4-2NIW*04	1e-04	1e-04	0.02	0.871522856690247
IGHV1-2BLY*01	1e-04			
IGHV1-2BLY*02	1e-04			
IGHV1-2BLY*03	1e-04			
IGHV1-2BLY*05	1e-04			
IGHV1-2BLY*06	1e-04			
IGHV1-2BLY*07	1e-04			
IGHV1-2BLY*09	1e-04			
IGHV1-2HU4*03	1e-04			
IGHV1-2HU4*05	1e-04			
IGHV1-2OLR*03	1e-04			
IGHV1-2OLR*06	1e-04			
IGHV1-2OLR*07	1e-04			
IGHV1-2OLR*08	1e-04			
IGHV1-2OLR*10	1e-04			
IGHV1-2OLR*11	1e-04			
IGHV1-2OLR*14	1e-04			
IGHV1-4B2U*01	1e-04			
IGHV1-4B2U*04	1e-04			
IGHV1-4B2U*08	1e-04			
IGHV1-5CI5*01	1e-04			
IGHV1-5CI5*02	1e-04			
IGHV1-5CI5*05	1e-04			
IGHV1-5CI5*11	1e-04			
IGHV1-5CI5*13	1e-04			
IGHV1-C44K*02	1e-04			
IGHV1-DAVK*01	1e-04			
IGHV1-F5R3*01	1e-04			
IGHV1-F5R3*02	1e-04			
IGHV1-RO6H*01	1e-04			
IGHV1-TCEU*01	1e-04			
IGHV1-TCEU*02	1e-04			
IGHV1-TNJW*01	1e-04			
IGHV1-ZGGJ*01	1e-04			
IGHV10-LLQ3*01	1e-04			
IGHV11-3ZCZ*01	1e-04			
IGHV2-2YU6*01	1e-04			
IGHV2-2YU6*04	1e-04			
IGHV2-2YU6*06	1e-04			
IGHV2-3D4X*01	1e-04			
IGHV2-3D4X*02	1e-04			
IGHV2-3D4X*04/IGHV2-3D4X*05	1e-04			
IGHV2-3D4X*07	1e-04			
IGHV2-3D4X*09	1e-04			
IGHV2-3QDL*03	1e-04			
IGHV2-3QDL*04	1e-04			
IGHV2-3QDL*09	1e-04			
IGHV2-5KIN*05	1e-04			
IGHV2-5KIN*13	1e-04			
IGHV2-5KIN*16	1e-04			
IGHV2-5KIN*17	1e-04			
IGHV3-22WP*01	1e-04			
IGHV3-22WP*02	1e-04			
IGHV3-22WP*03	1e-04			
IGHV3-22WP*05	1e-04			
IGHV3-22WP*06	1e-04			
IGHV3-24RK*02	1e-04			
IGHV3-24RK*04	1e-04			
IGHV3-24RK*06	1e-04			
IGHV3-2BNO*01	1e-04			
IGHV3-2BNO*02	1e-04			
IGHV3-2BNO*04	1e-04			
IGHV3-2BNO*05	1e-04			
IGHV3-2BNO*09	1e-04			
IGHV3-2BNO*10	1e-04			
IGHV3-2BNO*12	1e-04			
IGHV3-2K4H*01	1e-04			
IGHV3-2K4H*02	1e-04			
IGHV3-2RXM*04	1e-04			
IGHV3-2RXM*06	1e-04			
IGHV3-2RXM*08	1e-04			
IGHV3-2RXM*09	1e-04			
IGHV3-2RXM*10	1e-04			
IGHV3-2RXM*11	1e-04			
IGHV3-2RXM*14	1e-04			
IGHV3-2RXM*16	1e-04			
IGHV3-2UXX*02	1e-04			
IGHV3-2UXX*04	1e-04			
IGHV3-2UXX*06	1e-04			
IGHV3-2UXX*07	1e-04			
IGHV3-2UXX*10	1e-04			
IGHV3-2UXX*13	1e-04			
IGHV3-2VS2*01	1e-04			
IGHV3-2VS2*05	1e-04			
IGHV3-2VS2*09	1e-04			
IGHV3-35O3*02	1e-04			
IGHV3-35O3*05	1e-04			
IGHV3-35O3*06	1e-04			
IGHV3-35O3*07	1e-04			
IGHV3-37F2*04	1e-04			
IGHV3-37F2*05	1e-04			
IGHV3-37F2*06	1e-04			
IGHV3-37F2*07	1e-04			
IGHV3-3PEF*04	1e-04			
IGHV3-3PEF*06	1e-04			
IGHV3-3PEF*07	1e-04			
IGHV3-3PEF*08	1e-04			
IGHV3-3PEF*10	1e-04			
IGHV3-3PEF*13	1e-04			
IGHV3-3PEF*14	1e-04			
IGHV3-3PEF*15	1e-04			
IGHV3-3PEF*17	1e-04			
IGHV3-3PEF*19	1e-04			
IGHV3-3PEF*21	1e-04			
IGHV3-3PEF*23	1e-04			
IGHV3-3PEF*24	1e-04			
IGHV3-3PEF*25	1e-04			
IGHV3-3PEF*28	1e-04			
IGHV3-3PEF*29	1e-04			
IGHV3-3PEF*33	1e-04			
IGHV3-3UBQ*02	1e-04			
IGHV3-3UBQ*03	1e-04			
IGHV3-3UBQ*05	1e-04			
IGHV3-4D57*02	1e-04			
IGHV3-4D57*07	1e-04			
IGHV3-4GAP*01	1e-04			
IGHV3-4KYZ*02	1e-04			
IGHV3-4KYZ*06	1e-04			
IGHV3-4KYZ*10	1e-04			
IGHV3-4KYZ*11	1e-04			
IGHV3-4KYZ*15	1e-04			
IGHV3-4KYZ*16	1e-04			
IGHV3-4KYZ*17	1e-04			
IGHV3-4KYZ*18	1e-04			
IGHV3-4KYZ*19	1e-04			
IGHV3-4QRG*01	1e-04			
IGHV3-4QRG*03	1e-04			
IGHV3-4QRG*05	1e-04			
IGHV3-4RPY*02	1e-04			
IGHV3-4TKM*01	1e-04			
IGHV3-5HEL*01	1e-04			
IGHV3-5HEL*02	1e-04			
IGHV3-5HEL*03	1e-04			
IGHV3-5HEL*05	1e-04			
IGHV3-5HEL*06	1e-04			
IGHV3-5HEL*07	1e-04			
IGHV3-5HEL*09	1e-04			
IGHV3-5HEL*10	1e-04			
IGHV3-5HEL*11	1e-04			
IGHV3-5HEL*12	1e-04			
IGHV3-5HEL*13	1e-04			
IGHV3-5JBG*04	1e-04			
IGHV3-5JBG*05	1e-04			
IGHV3-5M3E*03	1e-04			
IGHV3-5M3E*04	1e-04			
IGHV3-5M3E*07	1e-04			
IGHV3-5M3E*08	1e-04			
IGHV3-5M3E*12	1e-04			
IGHV3-5M3E*15	1e-04			
IGHV3-5M3E*17	1e-04			
IGHV3-5M3E*19	1e-04			
IGHV3-6HY2*02	1e-04			
IGHV3-6HY2*06	1e-04			
IGHV3-6JOO*04	1e-04			
IGHV3-6MZB*01	1e-04			
IGHV3-6MZB*02	1e-04			
IGHV3-6MZB*03	1e-04			
IGHV3-6W37*02	1e-04			
IGHV3-6W37*06	1e-04			
IGHV3-7HCW*01	1e-04			
IGHV3-7MC3*04	1e-04			
IGHV3-7MC3*05	1e-04			
IGHV3-7MC3*06	1e-04			
IGHV3-7MC3*08	1e-04			
IGHV3-7MC3*09	1e-04			
IGHV3-7MC3*10	1e-04			
IGHV3-BB34*01	1e-04			
IGHV3-BB34*02	1e-04			
IGHV3-BB34*03	1e-04			
IGHV3-BB34*05	1e-04			
IGHV3-BTKS*01	1e-04			
IGHV3-BTKS*02	1e-04			
IGHV3-BTKS*03	1e-04			
IGHV3-BTKS*04	1e-04			
IGHV3-BTKS*05	1e-04			
IGHV3-BTKS*06	1e-04			
IGHV3-BTKS*07	1e-04			
IGHV3-BTKS*08	1e-04			
IGHV3-CLND*06	1e-04			
IGHV3-CPDB*03	1e-04			
IGHV3-D3PW*01	1e-04			
IGHV3-D3PW*06	1e-04			
IGHV3-DWUN*01	1e-04			
IGHV3-M5YN*01	1e-04			
IGHV3-MKDL*01	1e-04			
IGHV3-MKDL*02	1e-04			
IGHV3-MKDL*03	1e-04			
IGHV3-MKDL*05	1e-04			
IGHV3-MKDL*09	1e-04			
IGHV3-N72G*01	1e-04			
IGHV3-PJYR*01	1e-04			
IGHV3-WOIZ*02	1e-04			
IGHV3-WPIB*01	1e-04			
IGHV3-ZJGS*01	1e-04			
IGHV4-2BVG*01	1e-04			
IGHV4-2BVG*02/IGHV4-2BVG*12	1e-04			
IGHV4-2BVG*04	1e-04			
IGHV4-2BVG*06	1e-04			
IGHV4-2BVG*09	1e-04			
IGHV4-2BVG*11	1e-04			
IGHV4-2BVG*14	1e-04			
IGHV4-2BVG*15	1e-04			
IGHV4-2DK6*01	1e-04			
IGHV4-2DK6*02	1e-04			
IGHV4-2DK6*03	1e-04			
IGHV4-2DK6*04	1e-04			
IGHV4-2DK6*06	1e-04			
IGHV4-2DK6*07	1e-04			
IGHV4-2DK6*09	1e-04			
IGHV4-2DK6*11	1e-04			
IGHV4-2DK6*15	1e-04			
IGHV4-2DK6*18	1e-04			
IGHV4-2DK6*19	1e-04			
IGHV4-2DK6*20	1e-04			
IGHV4-2DK6*21	1e-04			
IGHV4-2DK6*23	1e-04			
IGHV4-2JI5*01	1e-04			
IGHV4-2JI5*03	1e-04			
IGHV4-2JI5*07	1e-04			
IGHV4-2JI5*09	1e-04			
IGHV4-2JI5*10	1e-04			
IGHV4-2JI5*16	1e-04			
IGHV4-2JI5*17/IGHV4-2JI5*27	1e-04			
IGHV4-2JI5*18	1e-04			
IGHV4-2JI5*21	1e-04			
IGHV4-2JI5*24	1e-04			
IGHV4-2JI5*25	1e-04			
IGHV4-2JI5*28	1e-04			
IGHV4-2JI5*30	1e-04			
IGHV4-2NIW*03	1e-04			
IGHV4-2NIW*06	1e-04			
IGHV4-2NIW*07	1e-04			
IGHV4-2NIW*08	1e-04			
IGHV4-2NIW*10	1e-04			
IGHV4-2QEK*02/IGHV4-2QEK*05	1e-04			
IGHV4-2VJM*01	1e-04			
IGHV4-2VJM*05	1e-04			
IGHV4-2VJM*06	1e-04			
IGHV4-2VJM*09	1e-04			
IGHV4-2W2B*01	1e-04			
IGHV4-2W2B*02	1e-04			
IGHV4-2W2B*04	1e-04			
IGHV4-2W2B*09	1e-04			
IGHV4-2W2B*11	1e-04			
IGHV4-2WWR*02	1e-04			
IGHV4-2WWR*05	1e-04			
IGHV4-2ZA7*01	1e-04			
IGHV4-2ZA7*05	1e-04			
IGHV4-2ZSG*01	1e-04			
IGHV4-2ZSG*05	1e-04			
IGHV4-2ZSG*08	1e-04			
IGHV4-2ZSG*12	1e-04			
IGHV4-2ZSG*13	1e-04			
IGHV4-2ZSG*15	1e-04			
IGHV4-2ZSG*18	1e-04			
IGHV4-2ZSG*22	1e-04			
IGHV4-2ZSG*24	1e-04			
IGHV4-2ZSG*25	1e-04			
IGHV4-36BV*02	1e-04			
IGHV4-36BV*03	1e-04			
IGHV4-36BV*04	1e-04			
IGHV4-36BV*06	1e-04			
IGHV4-36BV*08	1e-04			
IGHV4-36BV*09	1e-04			
IGHV4-36BV*11	1e-04			
IGHV4-36BV*13	1e-04			
IGHV4-36BV*16	1e-04			
IGHV4-36BV*17	1e-04			
IGHV4-36BV*18	1e-04			
IGHV4-36BV*20	1e-04			
IGHV4-36BV*25	1e-04			
IGHV4-36BV*29	1e-04			
IGHV4-36BV*30	1e-04			
IGHV4-36BV*32	1e-04			
IGHV4-36BV*33	1e-04			
IGHV4-36BV*34	1e-04			
IGHV4-36BV*35	1e-04			
IGHV4-36BV*36	1e-04			
IGHV4-36BV*37	1e-04			
IGHV4-37DG*03	1e-04			
IGHV4-37DG*04	1e-04			
IGHV4-37DG*06	1e-04			
IGHV4-37DG*07	1e-04			
IGHV4-37DG*08	1e-04			
IGHV4-37DG*10	1e-04			
IGHV4-3H7B*04	1e-04			
IGHV4-3H7B*08	1e-04			
IGHV4-3H7B*12	1e-04			
IGHV4-3X7S*02	1e-04			
IGHV4-3X7S*03	1e-04			
IGHV4-3X7S*06	1e-04			
IGHV4-3X7S*07	1e-04			
IGHV4-3X7S*08	1e-04			
IGHV4-3X7S*09	1e-04			
IGHV4-3X7S*11	1e-04			
IGHV4-3X7S*12	1e-04			
IGHV4-3X7S*13	1e-04			
IGHV4-3XRG*01	1e-04			
IGHV4-3XRG*04	1e-04			
IGHV4-3YA2*01	1e-04			
IGHV4-3YA2*02	1e-04			
IGHV4-3YA2*03	1e-04			
IGHV4-4GQY*01	1e-04			
IGHV4-4GQY*02	1e-04			
IGHV4-4GRF*02	1e-04			
IGHV4-4GRF*03	1e-04			
IGHV4-4GRF*04	1e-04			
IGHV4-4GRF*10	1e-04			
IGHV4-4GRF*11	1e-04			
IGHV4-4MLZ*02	1e-04			
IGHV4-4V2C*01	1e-04			
IGHV4-4V2C*02	1e-04			
IGHV4-4VQH*04	1e-04			
IGHV4-4VQH*06	1e-04			
IGHV4-4VQH*07	1e-04			
IGHV4-4ZJ3*01	1e-04			
IGHV4-4ZJ3*04	1e-04			
IGHV4-4ZJ3*06	1e-04			
